contributors,coordinates,created_at,display_text_range,entities,extended_entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,retweet_count,retweeted,source,truncated,user,permalink,user_mentions,hashtags,author_name,author_followers
,,2018-09-25 18:38:00,"[0, 258]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,5,False,"Learned something about administering intramuscular injections today. So when you insert the needle, you pull back on the plunger first to make sure you did not hit a blood vessel before pushing down to inject the medicine. Medical sciences are so intricate.",,1044657286399107072,1044657286399107072,,,,,,False,en,,,,,,,4,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,"{'id': 1325732479, 'id_str': '1325732479', 'name': 'I am Iron Man', 'screen_name': 'Binanii', 'location': '', 'description': 'Legal Practitioner • Northern Cosmopolitan • TurbAnkara Directrice.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 3744, 'friends_count': 504, 'listed_count': 16, 'created_at': 'Thu Apr 04 00:01:36 +0000 2013', 'favourites_count': 1445, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 8682, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1136262089159454725/s95Q37f8_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1136262089159454725/s95Q37f8_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1325732479/1554594539', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/Binanii/status/1044657286399107072,[],[],Binanii,3744
,,2018-09-25 17:47:49,"[0, 103]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pfQ0tT313o', 'expanded_url': 'https://www.facebook.com/NewPotato/posts/10156737392799727', 'display_url': 'facebook.com/NewPotato/post…', 'indices': [80, 103]}]}",,0,False,This MIT created device uses pressure instead of a needle to inject medicine... https://t.co/pfQ0tT313o,,1044644656221495298,1044644656221495298,,,,,,False,en,,False,,,,,0,False,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",False,"{'id': 50703581, 'id_str': '50703581', 'name': 'The New Potato Crew', 'screen_name': 'NewPotato', 'location': 'Wilmington, NC', 'description': ""Creative design team. iPhone/iOS devs. Artists. Engineers. Dreamers. Techies. Mixing Santa's workshop with a bit of magic to bring imagination to reality."", 'url': 'http://t.co/0iuwciPARX', 'entities': {'url': {'urls': [{'url': 'http://t.co/0iuwciPARX', 'expanded_url': 'http://www.newpotatotech.com', 'display_url': 'newpotatotech.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2513, 'friends_count': 413, 'listed_count': 26, 'created_at': 'Thu Jun 25 17:11:22 +0000 2009', 'favourites_count': 116, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2489, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/726229669/new_potato_logo_black_ko_normal.JPG', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/726229669/new_potato_logo_black_ko_normal.JPG', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50703581/1488468591', 'profile_link_color': '008080', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '343142', 'profile_text_color': '666666', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/NewPotato/status/1044644656221495298,[],[],NewPotato,2513
,,2018-09-25 08:32:13,"[0, 265]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,4,False,"you cannot MOVE while they inject you with the medicine. You could potentially hurt yourself or your child, etc. 
you arch your back as far as you can, praying that you don’t twitch or that it hurts.
i can take a needle, so getting the shot in my spine was nothing.",,1044504835368923138,1044504835368923138,_itsmal,1.0445044573069189e+18,1044504457306918912,1345783927.0,1345783927,False,en,,,,,,,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,"{'id': 1345783927, 'id_str': '1345783927', 'name': 'mami 🕊', 'screen_name': '_itsmal', 'location': 'insta/sc: malanedorn', 'description': '20 | life-time jesus lover | full-time mommy | part-time student | neurodevelopment specialist | 3/30❤️', 'url': 'https://t.co/hsRX4Hy27h', 'entities': {'url': {'urls': [{'url': 'https://t.co/hsRX4Hy27h', 'expanded_url': 'http://lookupchild.wordpress.com', 'display_url': 'lookupchild.wordpress.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2158, 'friends_count': 944, 'listed_count': 5, 'created_at': 'Fri Apr 12 02:17:09 +0000 2013', 'favourites_count': 27839, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 14063, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '9AE4E8', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1138512268369510401/uKqXSBM9_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1138512268369510401/uKqXSBM9_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1345783927/1560277475', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/_itsmal/status/1044504835368923138,[],[],_itsmal,2158
,,2018-09-23 17:17:39,"[0, 95]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,0,False,went to inject the medicine into my dogs ass cheek and stabbed my fucking thumb with the needle,,1043912290959945728,1043912290959945728,,,,,,False,en,,,,,,,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 881606053049147393, 'id_str': '881606053049147393', 'name': 'dumb head', 'screen_name': 'largepiss', 'location': 'shaft ,dick', 'description': 'this twitter is a personal time capsule diary of mine.  all content posted is to be taken literarly', 'url': 'https://t.co/Q5rkKiEqfq', 'entities': {'url': {'urls': [{'url': 'https://t.co/Q5rkKiEqfq', 'expanded_url': 'https://twitter.com/largepiss', 'display_url': 'twitter.com/largepiss', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 0, 'friends_count': 43, 'listed_count': 0, 'created_at': 'Sun Jul 02 20:10:37 +0000 2017', 'favourites_count': 269, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 514, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1110103774356340736/pdWTylG6_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1110103774356340736/pdWTylG6_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/881606053049147393/1553502817', 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/largepiss/status/1043912290959945728,[],[],largepiss,0
,,2018-09-16 03:06:36,"[0, 87]","{'hashtags': [{'text': 'TCMParty', 'indices': [49, 58]}, {'text': 'TheKillerThatStalkedNewYork', 'indices': [59, 87]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,3,False,Sowing needles were used to inject medicine... 🧐 #TCMParty #TheKillerThatStalkedNewYork,,1041161402856210432,1041161402856210432,,,,,,False,en,,,,,,,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,"{'id': 215745656, 'id_str': '215745656', 'name': 'Dylan', 'screen_name': 'dylanpress', 'location': '', 'description': 'Ready with ready-wit\n\n#TCMParty', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 63, 'friends_count': 427, 'listed_count': 1, 'created_at': 'Sun Nov 14 20:14:24 +0000 2010', 'favourites_count': 14722, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 3817, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/489595330283835392/veBXgOnE_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/489595330283835392/veBXgOnE_normal.jpeg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/dylanpress/status/1041161402856210432,[],"['TCMParty', 'TheKillerThatStalkedNewYork']",dylanpress,63
,,2018-09-14 23:43:50,"[15, 153]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,1,False,"@VANGOSTROLOGY The standard is usually drawing the medicine up with an 18 gaugle needle, and then switch out the needle itself with a 21 gauge to inject.",,1040747985620152320,1040747985620152320,learistat,1.0407472830154547e+18,1040747283015454725,1.0262667637665178e+18,1026266763766517760,False,en,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,"{'id': 1026266763766517760, 'id_str': '1026266763766517760', 'name': 'aristittie ❤\U0001f9e1💛💚💙💜', 'screen_name': 'learistat', 'location': '♋︎', 'description': 'olivia ☆ 23 ☆ she/her ☆ pharmacy school', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 17, 'friends_count': 85, 'listed_count': 0, 'created_at': 'Mon Aug 06 00:40:38 +0000 2018', 'favourites_count': 1782, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2714, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1135204892505546752/-5oYm651_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1135204892505546752/-5oYm651_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1026266763766517760/1547100003', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/learistat/status/1040747985620152320,[],[],learistat,17
,,2018-08-28 17:33:27,"[10, 171]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '5472_nde', 'name': 'nde', 'id': 3909450376, 'id_str': '3909450376', 'indices': [0, 9]}], 'urls': []}",,1,False,@5472_nde Too kind ! I'm 42 . Ooooh ouch . I'm ok with Needles (I self inject medicine) . But I can remember my Dad having his Wisdoms out years ago &amp; boy was he rough,,1034494181627056129,1034494181627056129,5472_nde,1.0344915682108293e+18,1034491568210829314,3909450376.0,3909450376,False,en,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,"{'id': 2731338469, 'id_str': '2731338469', 'name': '📡 Nix 🤘', 'screen_name': 'astro_niks', 'location': 'East Hampshire UK', 'description': 'Astronomer, published Photographer, Planetary Society member. Brooklands Museum #lightsail2 #Flarewell Friend of #goonhilly #downloadfestival insta:astro_nix', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 3670, 'friends_count': 2073, 'listed_count': 95, 'created_at': 'Thu Aug 14 09:31:52 +0000 2014', 'favourites_count': 26431, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 36096, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFF04D', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1009812239279419392/jPTWRVif_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1009812239279419392/jPTWRVif_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2731338469/1519149304', 'profile_link_color': 'DD2E44', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/astro_niks/status/1034494181627056129,['5472_nde'],[],astro_niks,3670
,,2018-08-23 14:17:51,"[17, 183]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MajBenTallmadge', 'name': 'Major Benjamin Tallmadge🇺🇸', 'id': 929364308047228929, 'id_str': '929364308047228929', 'indices': [0, 16]}], 'urls': []}",,1,False,@MajBenTallmadge Use one to pull up the medicine and another to inject. What happens is the needle becomes dull when you put it in the stopper to get the medicine. Ive had this issue.,,1032633016953262082,1032633016953262082,MajBenTallmadge,1.0326320841692488e+18,1032632084169248769,9.293643080472289e+17,929364308047228929,False,en,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,"{'id': 4288943714, 'id_str': '4288943714', 'name': 'Shannon', 'screen_name': 'shannonbock435', 'location': 'United States', 'description': 'Nurse/Music lover/FTWD/Walking Dead/DC&Marvel/Turn', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 379, 'friends_count': 435, 'listed_count': 20, 'created_at': 'Thu Nov 19 10:43:16 +0000 2015', 'favourites_count': 16493, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 13416, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1069753029358952450/Vyq61zSN_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1069753029358952450/Vyq61zSN_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4288943714/1557300550', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/shannonbock435/status/1032633016953262082,['MajBenTallmadge'],[],shannonbock435,379
,,2018-08-22 10:51:10,"[0, 134]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wsVzex22KE', 'expanded_url': 'https://www.linkedin.com/feed/update/urn:li:activity:6432284040170086400', 'display_url': 'linkedin.com/feed/update/ur…', 'indices': [111, 134]}]}",,0,False,"Jon Steinberg on LinkedIn: ""Inject medicine without a needle. (Via &amp;amp;nbsp;Cheddar Inc.&amp;amp;nbsp;) "" https://t.co/wsVzex22KE",,1032218618359111681,1032218618359111681,,,,,,False,en,,False,,,,,0,False,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",False,"{'id': 102197145, 'id_str': '102197145', 'name': 'Liz Ann Of London', 'screen_name': 'lizannoflondon', 'location': 'London', 'description': 'A womenswear bespoke designer. Please browse my website #LizAnnOfLondon.co.uk', 'url': 'https://t.co/AatsUf4THF', 'entities': {'url': {'urls': [{'url': 'https://t.co/AatsUf4THF', 'expanded_url': 'http://www.lizannoflondon.co.uk', 'display_url': 'lizannoflondon.co.uk', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 349, 'friends_count': 1408, 'listed_count': 6, 'created_at': 'Tue Jan 05 23:13:05 +0000 2010', 'favourites_count': 9515, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 5969, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/983799714683478016/HTn2duMb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/983799714683478016/HTn2duMb_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/102197145/1518128561', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': '65B0DA', 'profile_sidebar_fill_color': '7AC3EE', 'profile_text_color': '3D1957', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/lizannoflondon/status/1032218618359111681,[],[],lizannoflondon,349
,,2018-08-20 14:03:41,"[0, 68]","{'hashtags': [{'text': 'technology', 'indices': [35, 46]}, {'text': 'innovation', 'indices': [47, 58]}, {'text': 'medicine', 'indices': [59, 68]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,1,False,Inject medicine without a needle 😍 #technology #innovation #medicine,,1031542289238188033,1031542289238188033,,,,,,False,en,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,"{'id': 392920024, 'id_str': '392920024', 'name': 'Gab Corts', 'screen_name': 'gab_ilu', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 153, 'friends_count': 928, 'listed_count': 0, 'created_at': 'Mon Oct 17 19:20:02 +0000 2011', 'favourites_count': 1034, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 542, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1134087382410637312/5dLq9Vjg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1134087382410637312/5dLq9Vjg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/392920024/1559222475', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/gab_ilu/status/1031542289238188033,[],"['technology', 'medicine', 'innovation']",gab_ilu,153
