contributors,coordinates,created_at,display_text_range,entities,extended_entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,retweet_count,retweeted,source,truncated,user,permalink,user_mentions,hashtags,author_name,author_followers
,,2019-03-17 08:02:41,"[0, 242]","{'hashtags': [{'text': 'N660rn', 'indices': [0, 7]}], 'symbols': [], 'user_mentions': [{'screen_name': 'kathymb4', 'name': 'Kathy Malkin', 'id': 1945811226, 'id_str': '1945811226', 'indices': [8, 17]}], 'urls': []}",,2,False,"#N660rn @kathymb4 M4 The Transitional Care Model is a nurse lead intervention who's goal is to decrease hospital readmissions, saving billions in health care costs, and improving health outcomes of older adults with multiple chronic diseases.",,1107190505790533635,1107190505790533635,,,,,,False,en,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,"{'id': 1053106442297794560, 'id_str': '1053106442297794560', 'name': 'Kathryn Eslinger', 'screen_name': 'KathrynEslinger', 'location': '', 'description': 'Emergency RN', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8, 'friends_count': 8, 'listed_count': 0, 'created_at': 'Fri Oct 19 02:11:56 +0000 2018', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 14, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1053107807765987328/XeRL9o6X_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1053107807765987328/XeRL9o6X_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1053106442297794560/1539915441', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/KathrynEslinger/status/1107190505790533635,['kathymb4'],['N660rn'],KathrynEslinger,8
,,2018-08-30 17:59:27,"[0, 274]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AledadeACO', 'name': 'Aledade, Inc', 'id': 2573454901, 'id_str': '2573454901', 'indices': [45, 56]}], 'urls': [], 'media': [{'id': 1035225416032772096, 'id_str': '1035225416032772096', 'indices': [275, 298], 'media_url': 'http://pbs.twimg.com/media/Dl3cB_EW4AA4Xx-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dl3cB_EW4AA4Xx-.jpg', 'url': 'https://t.co/TOvuFsJ7f9', 'display_url': 'pic.twitter.com/TOvuFsJ7f9', 'expanded_url': 'https://twitter.com/Farzad_MD/status/1035225499159748608/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 674, 'resize': 'fit'}, 'small': {'w': 680, 'h': 382, 'resize': 'fit'}, 'large': {'w': 1484, 'h': 834, 'resize': 'fit'}}}]}","{'media': [{'id': 1035225416032772096, 'id_str': '1035225416032772096', 'indices': [275, 298], 'media_url': 'http://pbs.twimg.com/media/Dl3cB_EW4AA4Xx-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dl3cB_EW4AA4Xx-.jpg', 'url': 'https://t.co/TOvuFsJ7f9', 'display_url': 'pic.twitter.com/TOvuFsJ7f9', 'expanded_url': 'https://twitter.com/Farzad_MD/status/1035225499159748608/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 674, 'resize': 'fit'}, 'small': {'w': 680, 'h': 382, 'resize': 'fit'}, 'large': {'w': 1484, 'h': 834, 'resize': 'fit'}}}]}",30,False,"16/ But I'm more proud that EVERY ONE of our @AledadeACO have measurably improved health for the patients we are accountable for. 

We have increased wellness visits, transitional care, and chronic care management- and that's translated into lower ED visits and readmissions https://t.co/TOvuFsJ7f9",,1035225499159748608,1035225499159748608,Farzad_MD,1.0352246448219668e+18,1035224644821966854,284093185.0,284093185,False,en,,False,7,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 284093185, 'id_str': '284093185', 'name': 'Farzad Mostashari', 'screen_name': 'Farzad_MD', 'location': 'Washington, DC', 'description': 'Founder, Aledade. \r\nFormer National Coordinator for Health IT. Views my own, not official', 'url': 'https://t.co/acJKQSc3PP', 'entities': {'url': {'urls': [{'url': 'https://t.co/acJKQSc3PP', 'expanded_url': 'http://www.aledade.com', 'display_url': 'aledade.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 36645, 'friends_count': 1695, 'listed_count': 1196, 'created_at': 'Mon Apr 18 16:18:46 +0000 2011', 'favourites_count': 13035, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 31569, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/610851374771798016/OtMASuQr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/610851374771798016/OtMASuQr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/284093185/1465747084', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/Farzad_MD/status/1035225499159748608,['AledadeACO'],[],Farzad_MD,36645
,,2018-06-20 17:03:05,"[0, 215]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/k3g9SYl0q6', 'expanded_url': 'https://bit.ly/2rO92Vr', 'display_url': 'bit.ly/2rO92Vr', 'indices': [168, 191]}, {'url': 'https://t.co/k3g9SYl0q6', 'expanded_url': 'https://bit.ly/2rO92Vr', 'display_url': 'bit.ly/2rO92Vr', 'indices': [192, 215]}]}",,0,False,"For many seniors with multiple chronic diseases, personalized transitional care is vital to ensure complete recovery. More insights into why this reduces readmissions.
https://t.co/k3g9SYl0q6 https://t.co/k3g9SYl0q6",,1009481778049011713,1009481778049011713,,,,,,False,en,,False,0,False,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",False,"{'id': 1465461619, 'id_str': '1465461619', 'name': 'Colonial Lindale', 'screen_name': 'ColonialLindale', 'location': '508 Pierce St. Lindale, Texas', 'description': 'We are a skilled nursing facility that offers rehabilitation, long-term care and respite care for seniors.', 'url': 'http://t.co/oBlZifOpuq', 'entities': {'url': {'urls': [{'url': 'http://t.co/oBlZifOpuq', 'expanded_url': 'http://coloniallindale.com', 'display_url': 'coloniallindale.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 82, 'friends_count': 292, 'listed_count': 0, 'created_at': 'Tue May 28 19:03:19 +0000 2013', 'favourites_count': 5, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 394, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3724210405/6b2ec3fbdb07ec05523adb4ae24db8e0_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3724210405/6b2ec3fbdb07ec05523adb4ae24db8e0_normal.jpeg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/ColonialLindale/status/1009481778049011713,[],[],ColonialLindale,82
,,2017-10-22 02:07:30,"[0, 139]","{'hashtags': [{'text': 'N660rn', 'indices': [98, 105]}], 'symbols': [], 'user_mentions': [{'screen_name': 'kathymb4', 'name': 'Kathy Malkin', 'id': 1945811226, 'id_str': '1945811226', 'indices': [106, 115]}], 'urls': [{'url': 'https://t.co/jbhXuJd27t', 'expanded_url': 'https://www.americannursetoday.com/transitional-care-can-reduce-hospital-readmissions/', 'display_url': 'americannursetoday.com/transitional-c…', 'indices': [116, 139]}]}",,1,False,M4: Transitional care model can reduce hospital readmissions for patients with chronic illnesses. #N660rn @kathymb4 https://t.co/jbhXuJd27t,,921920918770761728,921920918770761728,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 788508696053620736, 'id_str': '788508696053620736', 'name': 'Nikki de Angel', 'screen_name': 'ndeangel_UA', 'location': '', 'description': 'CA RN, UA MSN Student', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 11, 'friends_count': 18, 'listed_count': 0, 'created_at': 'Tue Oct 18 22:34:57 +0000 2016', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 17, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/790764866369835008/vPaec2sm_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/790764866369835008/vPaec2sm_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/ndeangel_UA/status/921920918770761728,['kathymb4'],['N660rn'],ndeangel_UA,11
,,2017-09-24 00:43:49,"[0, 137]","{'hashtags': [{'text': 'Acpjc', 'indices': [101, 107]}, {'text': 'ken', 'indices': [108, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pr1mm3r3I7', 'expanded_url': 'http://annals.org/aim/article/2654002/review-older-patients-chronic-disease-transitional-care-reduces-mortality-readmissions', 'display_url': 'annals.org/aim/article/26…', 'indices': [114, 137]}]}",,0,False,"Review: In older patients with chronic disease, transitional care reduces mortality and readmissions #Acpjc #ken
 https://t.co/pr1mm3r3I7",,911752999520710656,911752999520710656,,,,,,False,en,,False,1,False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,"{'id': 97570626, 'id_str': '97570626', 'name': 'けんた', 'screen_name': 'Dr_kenta', 'location': '札幌市', 'description': '地域密着型の健康増進拠点病院で病院家庭医をやってます。小病院の総合診療医ならではの活動をしてます。 関心は内科診断学や感染症・集中治療→家庭医療やリハ栄養・老年医学→産業医学・公衆衛生学→住民参加型地域研究・多職種協同学習や組織管理・人材マネジメントを学んでいます', 'url': 'https://t.co/8yjJc2iHkR', 'entities': {'url': {'urls': [{'url': 'https://t.co/8yjJc2iHkR', 'expanded_url': 'http://blog.livedoor.jp/gp_ken/', 'display_url': 'blog.livedoor.jp/gp_ken/', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3604, 'friends_count': 531, 'listed_count': 179, 'created_at': 'Fri Dec 18 01:44:15 +0000 2009', 'favourites_count': 3492, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 34398, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'ACDED6', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme18/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme18/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1231532725/ee2f3711977aac42464c5dc75884fb732f869ae550_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1231532725/ee2f3711977aac42464c5dc75884fb732f869ae550_normal.jpg', 'profile_link_color': '057685', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F6F6F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/Dr_kenta/status/911752999520710656,[],"['ken', 'Acpjc']",Dr_kenta,3604
,,2017-09-19 07:23:16,"[0, 128]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jJ1kVxQLq4', 'expanded_url': 'http://bit.ly/2ybeJxL', 'display_url': 'bit.ly/2ybeJxL', 'indices': [105, 128]}]}",,0,False,"ACP Review: In older patients with chronic disease, transitional care reduces mortality and readmissions
https://t.co/jJ1kVxQLq4",,910041586439991296,910041586439991296,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 2929508607, 'id_str': '2929508607', 'name': 'Biblioteca CHT', 'screen_name': 'BiblioCHT', 'location': '', 'description': 'Bibliotecaria del Complejo Hospitalario de Toledo desde ... ¡ufff!. Encantada de serlo 💻📚🏥', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 488, 'friends_count': 248, 'listed_count': 18, 'created_at': 'Thu Dec 18 13:40:55 +0000 2014', 'favourites_count': 2838, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 6956, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/746469042576310272/A8SftwuT_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/746469042576310272/A8SftwuT_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/BiblioCHT/status/910041586439991296,[],[],BiblioCHT,488
,,2017-09-18 22:45:05,"[0, 124]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pQBJO7d6SW', 'expanded_url': 'https://medicinebyalexandrosgdotsfakianakis.wordpress.com/2017/09/18/review-in-older-patients-with-chronic-disease-transitional-care-reduces-mortality-and-readmissions/', 'display_url': '…exandrosgdotsfakianakis.wordpress.com/2017/09/18/rev…', 'indices': [101, 124]}]}",,0,False,"Review: In older patients with chronic disease, transitional care reduces mortality and readmissions https://t.co/pQBJO7d6SW",,909911180856107008,909911180856107008,,,,,,False,en,,False,0,False,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",False,"{'id': 1364475780, 'id_str': '1364475780', 'name': 'ORL Ιατρική Medicine', 'screen_name': 'g_orl', 'location': 'Agios Nikolaos,Crete,Greece', 'description': ""Ears-Nose-Throat Medicine at\r\nAgios Nikolaos Crete Greece\r\n00302841026182 &' 006932607174\r\n\r\nSfakianakis Alexandros - Anapafseos 5 Agios Nikolaos Crete Greece"", 'url': 'https://t.co/oU3qiPMeZS', 'entities': {'url': {'urls': [{'url': 'https://t.co/oU3qiPMeZS', 'expanded_url': 'https://www.facebook.com/alexandrosgsfakianakis', 'display_url': 'facebook.com/alexandrosgsfa…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1062, 'friends_count': 538, 'listed_count': 136, 'created_at': 'Fri Apr 19 14:04:51 +0000 2013', 'favourites_count': 120, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 439153, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/560091199923449856/0s1Y3knt_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/560091199923449856/0s1Y3knt_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1364475780/1513166361', 'profile_link_color': '19CF86', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/g_orl/status/909911180856107008,[],[],g_orl,1062
,,2015-06-06 15:06:36,"[0, 134]","{'hashtags': [{'text': 'N660RN', 'indices': [127, 134]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,0,False,Transitional Care Model is to improve health outcomes and reduce hospital readmissions for individuals with chronic conditions #N660RN,,607201933904838656,607201933904838656,,,,,,False,en,,,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 2376543901, 'id_str': '2376543901', 'name': 'JESSICA STEVENS', 'screen_name': 'jeshow702', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 9, 'friends_count': 8, 'listed_count': 1, 'created_at': 'Fri Mar 07 04:10:07 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 25, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': True, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/jeshow702/status/607201933904838656,[],['N660RN'],jeshow702,9
,,2014-10-10 18:09:35,"[0, 139]","{'hashtags': [{'text': 'N660RN', 'indices': [132, 139]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/BVUbIitUmc', 'expanded_url': 'http://ow.ly/nJ2OZ', 'display_url': 'ow.ly/nJ2OZ', 'indices': [109, 131]}]}",,0,False,The Transitional Care Model helps those with chronic diseases to manage their health; decreases readmissions http://t.co/BVUbIitUmc #N660RN,,520637282744041472,520637282744041472,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 2374187502, 'id_str': '2374187502', 'name': 'Megan Graham', 'screen_name': 'mlgraham90', 'location': 'Yuma, AZ', 'description': 'ICU RN, MSN Student', 'url': 'https://t.co/cRssPMU6iN', 'entities': {'url': {'urls': [{'url': 'https://t.co/cRssPMU6iN', 'expanded_url': 'https://www.linkedin.com/pub/megan-graham/a3/242/254', 'display_url': 'linkedin.com/pub/megan-grah…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 47, 'friends_count': 87, 'listed_count': 0, 'created_at': 'Wed Mar 05 18:38:58 +0000 2014', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 37, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/441283911314702337/fZqlOQ0t_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/441283911314702337/fZqlOQ0t_normal.jpeg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/mlgraham90/status/520637282744041472,[],['N660RN'],mlgraham90,47
,,2014-10-05 05:54:24,"[0, 136]","{'hashtags': [{'text': 'SegPac', 'indices': [96, 103]}, {'text': 'Ptsafety', 'indices': [104, 113]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/Kyz3qNF6fw', 'expanded_url': 'http://fb.me/4kYzZWPhn', 'display_url': 'fb.me/4kYzZWPhn', 'indices': [114, 136]}]}",,1,False,Transitional Care Interventions Prevent Hospital Readmissions For Adults With Chronic Illnesses #SegPac #Ptsafety http://t.co/Kyz3qNF6fw,,518640326291230720,518640326291230720,,,,,,False,en,,False,0,False,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",False,"{'id': 991704662, 'id_str': '991704662', 'name': 'AEGRIS', 'screen_name': 'AEGRIS2', 'location': 'España', 'description': 'LÍDER EN SEGURIDAD DE LOS PACIENTES. Desde 1998 trabajando e investigando en este ámbito. Queremos compartir para aumentar el interés general por la materia', 'url': 'https://t.co/NDvFrm7pwn', 'entities': {'url': {'urls': [{'url': 'https://t.co/NDvFrm7pwn', 'expanded_url': 'http://www.seguridadasistencial.com', 'display_url': 'seguridadasistencial.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2384, 'friends_count': 680, 'listed_count': 109, 'created_at': 'Wed Dec 05 20:24:40 +0000 2012', 'favourites_count': 3166, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 22255, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/877744057170132992/2e4vhgYX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/877744057170132992/2e4vhgYX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/991704662/1502477498', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/AEGRIS2/status/518640326291230720,[],"['Ptsafety', 'SegPac']",AEGRIS2,2384
