contributors,coordinates,created_at,display_text_range,entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,retweet_count,retweeted,source,truncated,user,retweeters,rt_follower_counts,rt_names,permalink,user_mentions,hashtags,author_name,author_followers
,,2018-06-28 01:50:57,"[0, 111]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EUSUXDRpLS', 'expanded_url': 'https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.2016.0140#.WzQ-_rHAK2Q.twitter', 'display_url': 'healthaffairs.org/doi/abs/10.137…', 'indices': [88, 111]}]}",0,False,Home-Based Care Program Reduces Disability And Promotes Aging In Place | Health Affairs https://t.co/EUSUXDRpLS,,1012151334957506560,1012151334957506560,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 2863644350, 'id_str': '2863644350', 'name': 'Hamish Robertson', 'screen_name': 'HL_Robertson', 'location': 'Sydney, Australia', 'description': 'Experience and interests in healthcare, aging, disability, museums, diversity, spatial science, health and medical geography, health informatics & big data.', 'url': 'https://t.co/OMJRGhROYu', 'entities': {'url': {'urls': [{'url': 'https://t.co/OMJRGhROYu', 'expanded_url': 'https://www.researchgate.net/profile/Hamish_Robertson2', 'display_url': 'researchgate.net/profile/Hamish…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1098, 'friends_count': 5003, 'listed_count': 135, 'created_at': 'Sat Oct 18 23:22:28 +0000 2014', 'favourites_count': 28566, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8837, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/918427578922295296/Jqm59R-V_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/918427578922295296/Jqm59R-V_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863644350/1507806343', 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/HL_Robertson/status/1012151334957506560,[],[],HL_Robertson,1098
,,2017-08-29 14:02:05,"[0, 96]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ObqKKSZ1vV', 'expanded_url': 'http://ift.tt/2wPoftu', 'display_url': 'ift.tt/2wPoftu', 'indices': [73, 96]}]}",0,False,"""Home-Based Care Program Reduces Disability and Promotes Aging in Place"" https://t.co/ObqKKSZ1vV",,902531806465073153,902531806465073153,,,,,,False,en,,False,0,False,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,"{'id': 890578236186517508, 'id_str': '890578236186517508', 'name': 'Joel B. Goodin, PhD', 'screen_name': 'drjoelbgoodin', 'location': 'Little Rock, AR', 'description': '#LifeCoach | #Help | #Resilience | #Hope | #Character | #Integrity | #Educator | #EdPsych | #Emotion | #Stress | #Motivation | #Performance | #Health |', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 2047, 'friends_count': 1145, 'listed_count': 61, 'created_at': 'Thu Jul 27 14:22:52 +0000 2017', 'favourites_count': 213, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 75212, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1003693144288792577/zsk_hK76_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1003693144288792577/zsk_hK76_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/890578236186517508/1531643507', 'profile_link_color': '19CF86', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/drjoelbgoodin/status/902531806465073153,[],[],drjoelbgoodin,2047
,,2017-05-12 04:31:02,"[0, 105]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ZIboxsWZci', 'expanded_url': 'http://www.bettercareplaybook.org/resources/home-based-care-program-reduces-disability-and-promotes-aging-place#.WRU6fFdXg0w.twitter', 'display_url': 'bettercareplaybook.org/resources/home…', 'indices': [82, 105]}]}",0,False,Home-Based Care Program Reduces Disability and Promotes Aging in Place | Playbook https://t.co/ZIboxsWZci,,862887818296799232,862887818296799232,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,"{'id': 15274474, 'id_str': '15274474', 'name': 'hooleo', 'screen_name': 'hooleo', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 5, 'friends_count': 49, 'listed_count': 0, 'created_at': 'Mon Jun 30 00:05:16 +0000 2008', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 9, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/543519814934102016/q6CccIxg_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/543519814934102016/q6CccIxg_normal.jpeg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/hooleo/status/862887818296799232,[],[],hooleo,5
,,2017-05-02 11:07:30,"[0, 105]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Hn3lCGGguZ', 'expanded_url': 'http://www.bettercareplaybook.org/resources/home-based-care-program-reduces-disability-and-promotes-aging-place#.WQhob_VrgN8.twitter', 'display_url': 'bettercareplaybook.org/resources/home…', 'indices': [82, 105]}]}",0,False,Home-Based Care Program Reduces Disability and Promotes Aging in Place | Playbook https://t.co/Hn3lCGGguZ,,859363716135088129,859363716135088129,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 17064817, 'id_str': '17064817', 'name': 'Anne Madden', 'screen_name': 'Gobnait', 'location': 'Dublin, Ireland', 'description': 'Librarian by profession, Munster by the grace of God! aka Anne Madden. Opinions my own. (My retweets are sometimes ""read later"" tags)', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 415, 'friends_count': 244, 'listed_count': 74, 'created_at': 'Thu Oct 30 13:20:59 +0000 2008', 'favourites_count': 5287, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 11804, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme11/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme11/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/830923778825867266/VonLMWYq_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/830923778825867266/VonLMWYq_normal.jpg', 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/Gobnait/status/859363716135088129,[],[],Gobnait,415
,,2017-04-27 17:54:48,"[0, 135]","{'hashtags': [{'text': 'ProvidianHealth', 'indices': [119, 135]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8tsNgbDt4R', 'expanded_url': 'http://www.bettercareplaybook.org/resources/home-based-care-program-reduces-disability-and-promotes-aging-place#.WQIkSX2sGik.twitter', 'display_url': 'bettercareplaybook.org/resources/home…', 'indices': [71, 94]}, {'url': 'https://t.co/CGzm8PZ8rm', 'expanded_url': 'http://www.providianhealth.com', 'display_url': 'providianhealth.com', 'indices': [95, 118]}]}",0,False,Home-Based Care Program Reduces Disability and Promotes Aging in Place https://t.co/8tsNgbDt4R https://t.co/CGzm8PZ8rm #ProvidianHealth,,857654276188917760,857654276188917760,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 857272137614110720, 'id_str': '857272137614110720', 'name': 'Providian Health', 'screen_name': 'ProvidianHealth', 'location': 'Los Angeles, CA', 'description': 'At PROVIDIAN HEALTHCARE, we work with you to establish a\xa0reliable and understandable health wellness plan to maximize your quality of life.', 'url': 'https://t.co/FHoMkw1ALz', 'entities': {'url': {'urls': [{'url': 'https://t.co/FHoMkw1ALz', 'expanded_url': 'http://www.providianhealth.com', 'display_url': 'providianhealth.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9, 'friends_count': 86, 'listed_count': 0, 'created_at': 'Wed Apr 26 16:36:19 +0000 2017', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/857273226795163648/UAyZq7PE_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/857273226795163648/UAyZq7PE_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/857272137614110720/1493225529', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/ProvidianHealth/status/857654276188917760,[],['ProvidianHealth'],ProvidianHealth,9
,,2016-10-04 14:26:20,"[0, 94]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/f44xmzpAx1', 'expanded_url': 'http://content.healthaffairs.org/content/35/9/1558.abstract?=right', 'display_url': 'content.healthaffairs.org/content/35/9/1…', 'indices': [71, 94]}]}",1,False,Home-Based Care Program Reduces Disability And Promotes Aging In Place https://t.co/f44xmzpAx1,,783312300832804865,783312300832804865,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 348520806, 'id_str': '348520806', 'name': 'Sam Perryman', 'screen_name': 'sam_perryman', 'location': 'New York, NY', 'description': 'Health plan, health system, and private equity advisor with @AlvarezMarsal Healthcare Industry Group. Sharing what I read across the industry. #AlvarezMarsal', 'url': 'https://t.co/EH0lsIRHcB', 'entities': {'url': {'urls': [{'url': 'https://t.co/EH0lsIRHcB', 'expanded_url': 'http://linkedin.com/in/samperryman', 'display_url': 'linkedin.com/in/samperryman', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 235, 'friends_count': 208, 'listed_count': 44, 'created_at': 'Thu Aug 04 15:29:37 +0000 2011', 'favourites_count': 271, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3658, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1116714201001680897/JSlJWeIR_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1116714201001680897/JSlJWeIR_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/348520806/1555080847', 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/sam_perryman/status/783312300832804865,[],[],sam_perryman,235
,,2016-09-30 23:41:32,"[0, 95]","{'hashtags': [{'text': 'Aging', 'indices': [56, 62]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/W1WKqpYtOR', 'expanded_url': 'http://m.content.healthaffairs.org/content/35/9/1558', 'display_url': 'm.content.healthaffairs.org/content/35/9/1…', 'indices': [72, 95]}]}",1,False,Home-Based Care Program Reduces Disability And Promotes #Aging In Place https://t.co/W1WKqpYtOR,,782002468737601536,782002468737601536,,,,,,False,en,,False,1,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,"{'id': 560286282, 'id_str': '560286282', 'name': 'Christopher Steer', 'screen_name': 'drcbsteer', 'location': 'Albury Wodonga', 'description': 'Border Medical Oncology |\nAlbury Wodonga Regional Cancer Centre @AWRCCentre |\nPresident https://t.co/2mXPhXIVCJ |\nSIOG, ASCO, COSA, MOGA, MASCC, UNSW | #gerionc', 'url': 'https://t.co/iTATzXhd9f', 'entities': {'url': {'urls': [{'url': 'https://t.co/iTATzXhd9f', 'expanded_url': 'http://www.bordermedonc.com.au', 'display_url': 'bordermedonc.com.au', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/2mXPhXIVCJ', 'expanded_url': 'http://pcpa.org.au', 'display_url': 'pcpa.org.au', 'indices': [88, 111]}]}}, 'protected': False, 'followers_count': 2747, 'friends_count': 2781, 'listed_count': 227, 'created_at': 'Sun Apr 22 10:34:33 +0000 2012', 'favourites_count': 6498, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 35603, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/698600824935591936/02tbF1_Z_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/698600824935591936/02tbF1_Z_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/560286282/1496577838', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}","[{'id': 471143047, 'id_str': '471143047', 'name': 'conciergedoc', 'screen_name': 'DrFerdowsi', 'location': 'Glocal // SoFL', 'description': 'ceo housemed / cofounder @healthtap / https://t.co/9Z0Pd2RqYm / cofounder @medicast (acq @psjh) / @techstars alum / @montgomerybell alum', 'url': 'https://t.co/mfCLkJ4K7f', 'entities': {'url': {'urls': [{'url': 'https://t.co/mfCLkJ4K7f', 'expanded_url': 'http://appsto.re/us/5Zyycb.i', 'display_url': 'appsto.re/us/5Zyycb.i', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/9Z0Pd2RqYm', 'expanded_url': 'http://healthtap.com/conciergedoc', 'display_url': 'healthtap.com/conciergedoc', 'indices': [38, 61]}]}}, 'protected': False, 'followers_count': 8135, 'friends_count': 638, 'listed_count': 3092, 'created_at': 'Sun Jan 22 15:02:43 +0000 2012', 'favourites_count': 119026, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 171225, 'lang': None, 'status': {'created_at': 'Mon Jul 08 17:46:30 +0000 2019', 'id': 1148287254038831106, 'id_str': '1148287254038831106', 'text': ""RT @_atanas_: Plant-Based Diet May Help Crohn's Disease Remission, Case Report Suggests https://t.co/toRqKPUn1p"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '_atanas_', 'name': 'Dr Atanas G Atanasov', 'id': 2257558088, 'id_str': '2257558088', 'indices': [3, 12]}], 'urls': [{'url': 'https://t.co/toRqKPUn1p', 'expanded_url': 'https://www.forbes.com/sites/robertglatter/2019/06/24/cure-crohns-disease-with-this-diet/', 'display_url': 'forbes.com/sites/robertgl…', 'indices': [88, 111]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Mon Jul 08 17:44:01 +0000 2019', 'id': 1148286628491907072, 'id_str': '1148286628491907072', 'text': ""Plant-Based Diet May Help Crohn's Disease Remission, Case Report Suggests https://t.co/toRqKPUn1p"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/toRqKPUn1p', 'expanded_url': 'https://www.forbes.com/sites/robertglatter/2019/06/24/cure-crohns-disease-with-this-diet/', 'display_url': 'forbes.com/sites/robertgl…', 'indices': [74, 97]}]}, 'source': '<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 9, 'favorite_count': 22, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 9, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/712379480489238532/lZXwKeRO_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/712379480489238532/lZXwKeRO_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/471143047/1514509237', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}]",[8135],['DrFerdowsi'],https://twitter.com/drcbsteer/status/782002468737601536,[],['Aging'],drcbsteer,2747
,,2016-09-16 14:03:05,"[0, 114]","{'hashtags': [{'text': 'care', 'indices': [28, 33]}, {'text': 'aging', 'indices': [74, 80]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1pD6Junjro', 'expanded_url': 'http://ow.ly/18JN3043M2g', 'display_url': 'ow.ly/18JN3043M2g', 'indices': [91, 114]}]}",0,False,Study finds that home-based #care program reduces disability and promotes #aging in place. https://t.co/1pD6Junjro,,776783468789436418,776783468789436418,,,,,,False,en,,False,0,False,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",False,"{'id': 2497320762, 'id_str': '2497320762', 'name': 'IMPACT', 'screen_name': 'IMPACT_PHC', 'location': '@McGillU - @MonashUni', 'description': 'International research program aiming to #improveaccess to PHC for #vulnerablepopulations. Funded by @CIHR_IRSC, @FRQS1 and @aphcriNET. #innovations #impactphc', 'url': 'http://t.co/WmhLXdvprd', 'entities': {'url': {'urls': [{'url': 'http://t.co/WmhLXdvprd', 'expanded_url': 'http://www.impactresearchprogram.com', 'display_url': 'impactresearchprogram.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1437, 'friends_count': 2120, 'listed_count': 55, 'created_at': 'Thu May 15 23:15:53 +0000 2014', 'favourites_count': 1242, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 3572, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/478374243114033153/Gg_gBfar_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/478374243114033153/Gg_gBfar_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2497320762/1402888303', 'profile_link_color': '108CB5', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/IMPACT_PHC/status/776783468789436418,[],"['care', 'aging']",IMPACT_PHC,1437
,,2016-09-13 18:33:00,"[0, 115]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/K4z8A5EtVg', 'expanded_url': 'http://buff.ly/2cSTU0q', 'display_url': 'buff.ly/2cSTU0q', 'indices': [92, 115]}]}",0,False,Home-Based Care Program Reduces Disability And Promotes Aging In Place [Aging &amp; Health] https://t.co/K4z8A5EtVg,,775764232705019904,775764232705019904,,,,,,False,en,,False,0,False,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",False,"{'id': 4441695432, 'id_str': '4441695432', 'name': 'DETALYTICS', 'screen_name': 'detalytics', 'location': 'Singapore and some ', 'description': 'Human Data Analytics for Risk and Performance at work', 'url': 'https://t.co/zOG2rWaU4b', 'entities': {'url': {'urls': [{'url': 'https://t.co/zOG2rWaU4b', 'expanded_url': 'http://www.detalytics.com', 'display_url': 'detalytics.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 33, 'friends_count': 2, 'listed_count': 7, 'created_at': 'Thu Dec 03 12:15:56 +0000 2015', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 5525, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/779514299731496960/AIHTZ-t4_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/779514299731496960/AIHTZ-t4_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4441695432/1449192245', 'profile_link_color': 'FA743E', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/detalytics/status/775764232705019904,[],[],detalytics,33
,,2016-09-13 16:00:13,"[0, 115]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/tkh5mAjzns', 'expanded_url': 'http://buff.ly/2cSTU0q', 'display_url': 'buff.ly/2cSTU0q', 'indices': [92, 115]}]}",0,False,Home-Based Care Program Reduces Disability And Promotes Aging In Place [Aging &amp; Health] https://t.co/tkh5mAjzns,,775725783692312578,775725783692312578,,,,,,False,en,,False,0,False,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",False,"{'id': 499423390, 'id_str': '499423390', 'name': 'dopaminergic13', 'screen_name': 'dopaminergic13', 'location': 'Asia and some', 'description': ""R&D physicians' health. Wearable sensors-Biometrics Analytics.Data science. Occupational Health.Singularity Alumnus. Co-Founder. Lab rat first."", 'url': 'http://t.co/zOG2rWaU4b', 'entities': {'url': {'urls': [{'url': 'http://t.co/zOG2rWaU4b', 'expanded_url': 'http://www.detalytics.com', 'display_url': 'detalytics.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1783, 'friends_count': 1233, 'listed_count': 667, 'created_at': 'Wed Feb 22 03:24:30 +0000 2012', 'favourites_count': 2039, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 161098, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000374643894/a98b930bf94b2c6b2d00f1fd8d39c6b5_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000374643894/a98b930bf94b2c6b2d00f1fd8d39c6b5_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/499423390/1425096616', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/dopaminergic13/status/775725783692312578,[],[],dopaminergic13,1783
