contributors,coordinates,created_at,display_text_range,entities,extended_entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,retweet_count,retweeted,source,truncated,user,retweeters,rt_follower_counts,rt_names,permalink,user_mentions,hashtags,author_name,author_followers
,,2018-12-12 14:23:11,"[0, 209]",,,0,False,Important for all health care providers to read and ponder= Learning From Patients’ Experiences Related To Diagnostic Errors Is Essential For Progress In Patient Safety | Health Affairs https://t.co/zWN8GU1Tnq,,1072859414888112128,1072859414888112128,,,,,,False,en,,False,,,,,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,https://twitter.com/drjim1954/status/1072859414888112128,,,,
,,2018-12-07 16:29:01,"[0, 184]",,,0,False,Learning From Patients’ Experiences Related To Diagnostic Errors Is Essential For Progress In Patient Safety @tdgiardiana @hardeepsinghmd @hhask @Health_Affairs https://t.co/ABJxe81ZTp,,1071079142093873152,1071079142093873152,,,,,,False,en,,False,,,,,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,https://twitter.com/hhask/status/1071079142093873152,,,,
,,2018-12-02 22:10:26,"[0, 275]",,,0,False,"Learning From Patients' Experiences Related To Diagnostic Errors Is Essential For Progress In Patient Safety https://t.co/kVYqUMY27L
#patientsafety #patientengagement #communications #qualityofcare #patientharm #adverseevents #medicalresearch #medicalmalpractice #lymedisease",,1069353123695796224,1069353123695796224,,,,,,False,en,,False,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,https://twitter.com/BeauxReliose/status/1069353123695796224,,,,
,,2018-12-02 21:14:06,"[0, 199]",,,5,False,Learning From Patients’ Experiences Related To Diagnostic Errors Is Essential For Progress In Patient Safety https://t.co/0xwX5N8fH6 @GPTaylorMRD @AQMLyme @LymeOntario @LDAA @ONLymealliance @lymemoms,,1069338944347598848,1069338944347598848,,,,,,False,en,,False,,,,,3,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,"[{'id': 2974942563, 'id_str': '2974942563', 'name': 'LymeOntario', 'screen_name': 'LymeOntario', 'location': 'Ancaster, ON', 'description': 'Lyme Ontario is a registered, not for profit organization. Providing patient support, education and awareness as well as scientific research on ticks in Canada.', 'url': 'http://t.co/uVeNo4wrIh', 'entities': {'url': {'urls': [{'url': 'http://t.co/uVeNo4wrIh', 'expanded_url': 'http://www.lymeontario.com', 'display_url': 'lymeontario.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1097, 'friends_count': 516, 'listed_count': 26, 'created_at': 'Mon Jan 12 17:11:51 +0000 2015', 'favourites_count': 5323, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 5608, 'lang': None, 'status': {'created_at': 'Thu May 23 13:46:48 +0000 2019', 'id': 1131557089321594880, 'id_str': '1131557089321594880', 'text': 'Wish me luck! Lol 💚 #lymediseaseawarenessmonth #LymeDisease https://t.co/bzEkWs75Ym', 'truncated': False, 'entities': {'hashtags': [{'text': 'lymediseaseawarenessmonth', 'indices': [20, 46]}, {'text': 'LymeDisease', 'indices': [47, 59]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1131557085433540614, 'id_str': '1131557085433540614', 'indices': [60, 83], 'media_url': 'http://pbs.twimg.com/media/D7QZLIhXsAYiVFM.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D7QZLIhXsAYiVFM.jpg', 'url': 'https://t.co/bzEkWs75Ym', 'display_url': 'pic.twitter.com/bzEkWs75Ym', 'expanded_url': 'https://twitter.com/LymeOntario/status/1131557089321594880/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 480, 'h': 480, 'resize': 'fit'}, 'medium': {'w': 480, 'h': 480, 'resize': 'fit'}, 'large': {'w': 480, 'h': 480, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1131557085433540614, 'id_str': '1131557085433540614', 'indices': [60, 83], 'media_url': 'http://pbs.twimg.com/media/D7QZLIhXsAYiVFM.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D7QZLIhXsAYiVFM.jpg', 'url': 'https://t.co/bzEkWs75Ym', 'display_url': 'pic.twitter.com/bzEkWs75Ym', 'expanded_url': 'https://twitter.com/LymeOntario/status/1131557089321594880/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 480, 'h': 480, 'resize': 'fit'}, 'medium': {'w': 480, 'h': 480, 'resize': 'fit'}, 'large': {'w': 480, 'h': 480, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 8, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/554687421720182784/y2XLZLFm_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/554687421720182784/y2XLZLFm_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2974942563/1421871417', 'profile_link_color': '94D487', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, {'id': 173428257, 'id_str': '173428257', 'name': 'LYCAF® Lyme Care Fund®', 'screen_name': 'LymeCareFund', 'location': 'Groningen, Nederland', 'description': 'Official tweets of LYCAF® Lyme Care Fund® a platform for Children, Youth and Young adults who suffering by Lyme Disease, Tick-borne/Infections.', 'url': 'https://t.co/bkVQ2cFtde', 'entities': {'url': {'urls': [{'url': 'https://t.co/bkVQ2cFtde', 'expanded_url': 'http://www.facebook.com/lycaf', 'display_url': 'facebook.com/lycaf', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 831, 'friends_count': 2377, 'listed_count': 17, 'created_at': 'Sun Aug 01 12:58:47 +0000 2010', 'favourites_count': 3703, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3841, 'lang': None, 'status': {'created_at': 'Tue May 07 09:59:01 +0000 2019', 'id': 1125701562725277696, 'id_str': '1125701562725277696', 'text': 'RT @nutrition_facts: HOW NOT TO DIE: The Role of Diet in Preventing, Arresting, and Reversing Our Top 15 Killers. https://t.co/lRU8zhgczX h…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nutrition_facts', 'name': 'Michael Greger, M.D.', 'id': 275471220, 'id_str': '275471220', 'indices': [3, 19]}], 'urls': [{'url': 'https://t.co/lRU8zhgczX', 'expanded_url': 'http://bit.ly/2016NFAnnual', 'display_url': 'bit.ly/2016NFAnnual', 'indices': [114, 137]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Aug 05 18:00:40 +0000 2016', 'id': 761622969303044096, 'id_str': '761622969303044096', 'text': 'HOW NOT TO DIE: The Role of Diet in Preventing, Arresting, and Reversing Our Top 15 Killers. https://t.co/lRU8zhgczX https://t.co/YHjn4TBvKu', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/lRU8zhgczX', 'expanded_url': 'http://bit.ly/2016NFAnnual', 'display_url': 'bit.ly/2016NFAnnual', 'indices': [93, 116]}], 'media': [{'id': 761622369882497025, 'id_str': '761622369882497025', 'indices': [117, 140], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/761622369882497025/pu/img/eFsRENenkHVwv1It.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/761622369882497025/pu/img/eFsRENenkHVwv1It.jpg', 'url': 'https://t.co/YHjn4TBvKu', 'display_url': 'pic.twitter.com/YHjn4TBvKu', 'expanded_url': 'https://twitter.com/nutrition_facts/status/761622969303044096/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 761622369882497025, 'id_str': '761622369882497025', 'indices': [117, 140], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/761622369882497025/pu/img/eFsRENenkHVwv1It.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/761622369882497025/pu/img/eFsRENenkHVwv1It.jpg', 'url': 'https://t.co/YHjn4TBvKu', 'display_url': 'pic.twitter.com/YHjn4TBvKu', 'expanded_url': 'https://twitter.com/nutrition_facts/status/761622969303044096/video/1', 'type': 'video', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 52465, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/761622369882497025/pu/vid/1280x720/YXiA0qzqf9SZC1Gn.mp4'}, {'bitrate': 320000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/761622369882497025/pu/vid/320x180/_rsgNnBa4-S8H7X_.mp4'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/761622369882497025/pu/pl/Az0iPMEcdiazid9y.m3u8'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/761622369882497025/pu/vid/640x360/Lv3ZtcsrWIXFeHZ5.mp4'}]}, 'additional_media_info': {'monetizable': False}}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 106, 'favorite_count': 160, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 106, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/503648910359805952/vTxx-LFk_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/503648910359805952/vTxx-LFk_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/173428257/1408914144', 'profile_link_color': '570810', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EDEDED', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, {'id': 851621499786207233, 'id_str': '851621499786207233', 'name': 'LymeHope', 'screen_name': 'lymehopecanada', 'location': 'Canada', 'description': 'We are a Canadian not-for-profit organization dedicated to education and outreach on the subject of Lyme & related diseases in Canada.', 'url': 'https://t.co/liIPuXF8UF', 'entities': {'url': {'urls': [{'url': 'https://t.co/liIPuXF8UF', 'expanded_url': 'http://www.lymehope.ca', 'display_url': 'lymehope.ca', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 492, 'friends_count': 195, 'listed_count': 5, 'created_at': 'Tue Apr 11 02:22:42 +0000 2017', 'favourites_count': 1875, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1370, 'lang': None, 'status': {'created_at': 'Thu May 23 19:38:41 +0000 2019', 'id': 1131645645230661632, 'id_str': '1131645645230661632', 'text': ""RT @AbbieSizer: Last year, #BMOforWomen honoured the inspiring Community &amp; Charitable efforts of @TaraShannonSW. \n\nTonight, I'm excited to…"", 'truncated': False, 'entities': {'hashtags': [{'text': 'BMOforWomen', 'indices': [27, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'AbbieSizer', 'name': 'Abbie Sizer', 'id': 910646905541218304, 'id_str': '910646905541218304', 'indices': [3, 14]}, {'screen_name': 'TaraShannonSW', 'name': 'Tara Shannon 🦋', 'id': 2493141120, 'id_str': '2493141120', 'indices': [101, 115]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Thu May 23 19:21:01 +0000 2019', 'id': 1131641198957830144, 'id_str': '1131641198957830144', 'text': ""Last year, #BMOforWomen honoured the inspiring Community &amp; Charitable efforts of @TaraShannonSW. \n\nTonight, I'm exc… https://t.co/3JsyeG4UbB"", 'truncated': True, 'entities': {'hashtags': [{'text': 'BMOforWomen', 'indices': [11, 23]}], 'symbols': [], 'user_mentions': [{'screen_name': 'TaraShannonSW', 'name': 'Tara Shannon 🦋', 'id': 2493141120, 'id_str': '2493141120', 'indices': [85, 99]}], 'urls': [{'url': 'https://t.co/3JsyeG4UbB', 'expanded_url': 'https://twitter.com/i/web/status/1131641198957830144', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}, 'source': '<a href=""http://hearsaysystems.com"" rel=""nofollow"">Hearsay Social</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/994579700445011969/iKA1-U13_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/994579700445011969/iKA1-U13_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/851621499786207233/1548556031', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}]","[1097, 831, 492]","['LymeOntario', 'LymeCareFund', 'lymehopecanada']",https://twitter.com/CanLyme/status/1069338944347598848,,,,
,,2018-11-28 16:16:00,"[0, 194]",,,0,False,"Researchers say narratives based on patient experiences of #dxerrors can be used to ""promote an organizational culture that strives to reduce harm from diagnostic error."" https://t.co/lrCgUiRWs9",,1067814373501091841,1067814373501091841,,,,,,False,en,,False,,,,,0,False,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",False,,,,,https://twitter.com/MLMIC/status/1067814373501091841,,,,
,,2018-11-27 21:45:51,"[0, 119]",,,0,False,"This is a very important topic that needs more research!

https://t.co/vLnFpUyWwC
https://t.co/eSY9G4k0E3

RT@ImproveDX https://t.co/YJ7tkeZ98S",,1067534994376151040,1067534994376151040,,,,,,True,en,,False,"{'created_at': 'Tue Nov 27 21:00:45 +0000 2018', 'id': 1067523646758035458, 'id_str': '1067523646758035458', 'full_text': '""This study is a good reminder that not listening [to patients] can be more than just unkind; it can be downright dangerous."" -Dr. Charles Vega h/t @Medscape https://t.co/0Clq1YHABX', 'truncated': False, 'display_text_range': [0, 181], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Medscape', 'name': 'Medscape', 'id': 16892009, 'id_str': '16892009', 'indices': [148, 157]}], 'urls': [{'url': 'https://t.co/0Clq1YHABX', 'expanded_url': 'http://ow.ly/6AIN30mM3OR', 'display_url': 'ow.ly/6AIN30mM3OR', 'indices': [158, 181]}]}, 'source': '<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 771990398, 'id_str': '771990398', 'name': 'Improve Diagnosis', 'screen_name': 'ImproveDX', 'location': '', 'description': 'Official Twitter account of the Society to Improve Diagnosis in Medicine (SIDM) - the only organization focused exclusively on reducing #dxerror in medicine.', 'url': 'http://t.co/Tahq1W4CaN', 'entities': {'url': {'urls': [{'url': 'http://t.co/Tahq1W4CaN', 'expanded_url': 'http://www.improvediagnosis.org', 'display_url': 'improvediagnosis.org', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2931, 'friends_count': 746, 'listed_count': 44, 'created_at': 'Tue Aug 21 18:15:30 +0000 2012', 'favourites_count': 1464, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 3469, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C6E2EE', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/938796248995209217/SEE6RzL1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/938796248995209217/SEE6RzL1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/771990398/1542642786', 'profile_link_color': '023D6A', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 5, 'favorite_count': 5, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",1.0675236467580355e+18,1067523646758035458,"{'url': 'https://t.co/YJ7tkeZ98S', 'expanded': 'https://twitter.com/ImproveDX/status/1067523646758035458', 'display': 'twitter.com/ImproveDX/stat…'}",0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,https://twitter.com/OdyO11/status/1067534994376151040,,,,
,,2018-11-27 21:00:45,"[0, 181]",,,5,False,"""This study is a good reminder that not listening [to patients] can be more than just unkind; it can be downright dangerous."" -Dr. Charles Vega h/t @Medscape https://t.co/0Clq1YHABX",,1067523646758035458,1067523646758035458,,,,,,False,en,,False,,,,,5,False,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",False,,,,,,,,,
,,2018-11-23 14:45:10,"[0, 225]",,,0,False,"""Patients’ perspectives can lead to a more comprehensive understanding of why #dxerrors occur &amp; help develop strategies for mitigation."" @Health_Affairs publishes study based on patient narratives. https://t.co/lrCgUiRWs9",,1065979576659124224,1065979576659124224,,,,,,False,en,,False,,,,,0,False,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",False,,,,,https://twitter.com/MLMIC/status/1065979576659124224,,,,
,,2018-11-20 00:30:10,"[0, 149]",,,0,False,Learning From Patients’ Experiences Related To Diagnostic Errors Is Essential For Progress In Patient Safety | Health Affairs https://t.co/Un2Dzl7XCi,,1064677243023171584,1064677243023171584,,,,,,False,en,,False,,,,,0,False,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",False,,,,,https://twitter.com/RachelMWalker/status/1064677243023171584,,,,
,,2018-11-16 02:47:15,"[0, 284]",,,1,False,Article highlights the importance of Free Text patient surveys to capture #medicalerror &amp; improve care. #Hospitals are you listening? Learning From Patients’ Complaints Related To Diagnostic Errors Is Essential For Progress In #PatientSafety Health Affairs https://t.co/bkVLtOC0jd,,1063262192143863808,1063262192143863808,,,,,,False,en,,False,,,,,1,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"[{'id': 2973276141, 'id_str': '2973276141', 'name': 'Mari Miceli', 'screen_name': 'PatientAider', 'location': 'Burlington, VT', 'description': 'Creator/Curator PatientAider app, Retired RN, Volunteer at Patient Safety Movement https://t.co/UDzvtiDVgJ https://t.co/na2XLCz0nI', 'url': 'https://t.co/2cY04K2ELI', 'entities': {'url': {'urls': [{'url': 'https://t.co/2cY04K2ELI', 'expanded_url': 'http://patientsafetymovement.org', 'display_url': 'patientsafetymovement.org', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/UDzvtiDVgJ', 'expanded_url': 'https://patientsafetymovement.org/patientaider/', 'display_url': 'patientsafetymovement.org/patientaider/', 'indices': [83, 106]}, {'url': 'https://t.co/na2XLCz0nI', 'expanded_url': 'http://patientaider.org', 'display_url': 'patientaider.org', 'indices': [107, 130]}]}}, 'protected': False, 'followers_count': 188, 'friends_count': 558, 'listed_count': 2, 'created_at': 'Sun Jan 11 16:25:46 +0000 2015', 'favourites_count': 4714, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1135, 'lang': None, 'status': {'created_at': 'Sat May 18 16:44:21 +0000 2019', 'id': 1129789835374485505, 'id_str': '1129789835374485505', 'text': '🙌 #SepsisResolution passed in Rhode Island House! https://t.co/Ef3KmKeFd3', 'truncated': False, 'entities': {'hashtags': [{'text': 'SepsisResolution', 'indices': [2, 19]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Ef3KmKeFd3', 'expanded_url': 'https://twitter.com/rorystauntonfdn/status/1121188542393221120', 'display_url': 'twitter.com/rorystauntonfd…', 'indices': [50, 73]}]}, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 1121188542393221120, 'quoted_status_id_str': '1121188542393221120', 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/900818790396698628/xkGxlnUG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/900818790396698628/xkGxlnUG_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}]",[188],['PatientAider'],https://twitter.com/DrKRD/status/1063262192143863808,,,,
