contributors,coordinates,created_at,display_text_range,entities,extended_entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,retweet_count,retweeted,source,truncated,user,permalink,user_mentions,hashtags,author_name,author_followers
,,2017-08-21 18:33:04,"[0, 136]","{'hashtags': [{'text': 'Readmissions', 'indices': [123, 136]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/clMrWvWIA7', 'expanded_url': 'http://hubs.ly/H08pV2g0', 'display_url': 'hubs.ly/H08pV2g0', 'indices': [99, 122]}]}",,0,False,Telemedicine Could Hold Answer to Lower Hospital Readmission Rates for SNFs - Skilled Nursing News https://t.co/clMrWvWIA7 #Readmissions,,899700899488055297,899700899488055297,,,,,,False,en,,False,,,,,0,False,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",False,"{'id': 188605425, 'id_str': '188605425', 'name': 'Carenet Health', 'screen_name': 'CarenetHealth', 'location': 'San Antonio, Texas', 'description': 'A leader in the transformation of healthcare engagement, including closing gaps in care, #telehealth, advocacy and clinical support. #IntelligentEngagement', 'url': 'https://t.co/RzAzKd4Y8s', 'entities': {'url': {'urls': [{'url': 'https://t.co/RzAzKd4Y8s', 'expanded_url': 'http://www.carenethealthcare.com', 'display_url': 'carenethealthcare.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 841, 'friends_count': 1698, 'listed_count': 64, 'created_at': 'Thu Sep 09 03:43:06 +0000 2010', 'favourites_count': 507, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 4891, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1138052929234067458/IApjGI6d_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1138052929234067458/IApjGI6d_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/188605425/1560168141', 'profile_link_color': '73CDDD', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/CarenetHealth/status/899700899488055297,[],['Readmissions'],CarenetHealth,841
,,2017-08-11 19:55:28,"[0, 139]","{'hashtags': [{'text': 'TeamGoodin', 'indices': [74, 85]}, {'text': 'LearnTogether', 'indices': [86, 100]}, {'text': 'HealthInfo', 'indices': [101, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/2dgUbFvkUW', 'expanded_url': 'http://ift.tt/2wQ6eav', 'display_url': 'ift.tt/2wQ6eav', 'indices': [116, 139]}]}",,0,False,"""Can We Avert Hospital Readmissions from Skilled Nursing Facilities?"" via #TeamGoodin #LearnTogether #HealthInfo #… https://t.co/2dgUbFvkUW",,896097755067670528,896097755067670528,,,,,,False,en,,False,,,,,0,False,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,"{'id': 890578236186517508, 'id_str': '890578236186517508', 'name': 'Joel B. Goodin, PhD', 'screen_name': 'drjoelbgoodin', 'location': 'Little Rock, AR', 'description': '#LifeCoach | #Help | #Resilience | #Hope | #Character | #Integrity | #Educator | #EdPsych | #Emotion | #Stress | #Motivation | #Performance | #Health |', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 2050, 'friends_count': 1145, 'listed_count': 61, 'created_at': 'Thu Jul 27 14:22:52 +0000 2017', 'favourites_count': 213, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 73134, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1003693144288792577/zsk_hK76_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1003693144288792577/zsk_hK76_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/890578236186517508/1531643507', 'profile_link_color': '19CF86', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/drjoelbgoodin/status/896097755067670528,[],"['LearnTogether', 'HealthInfo', 'TeamGoodin']",drjoelbgoodin,2050
,,2017-08-10 05:23:11,"[0, 133]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/NbN9nCTKnO', 'expanded_url': 'http://www.journalofhospitalmedicine.com/jhospmed/article/143592/hospital-medicine/perspectives-clinicians-skilled-nursing-facilities-30-day', 'display_url': 'journalofhospitalmedicine.com/jhospmed/artic…', 'indices': [110, 133]}]}",,0,False,Perspectives of Clinicians at Skilled Nursing Facilities on 30-Day Hospital Readmissions: A Qualitative Study https://t.co/NbN9nCTKnO,,895515852463669255,895515852463669255,,,,,,False,en,,False,,,,,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 2801154943, 'id_str': '2801154943', 'name': 'Generation Clinical', 'screen_name': 'GenClin', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 15, 'friends_count': 69, 'listed_count': 0, 'created_at': 'Wed Sep 10 04:58:01 +0000 2014', 'favourites_count': 9, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 464, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/514110376317689856/d-9cR5LR_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/514110376317689856/d-9cR5LR_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/GenClin/status/895515852463669255,[],[],GenClin,15
,,2017-07-23 18:11:00,"[0, 119]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/eR0lMcxwRn', 'expanded_url': 'http://cle.clinic/2vj9zPz', 'display_url': 'cle.clinic/2vj9zPz', 'indices': [96, 119]}]}",,9,False,Reducing readmissions from skilled nursing facilities with more frequent visits from providers: https://t.co/eR0lMcxwRn,,889186097040769025,889186097040769025,,,,,,False,en,,False,,,,,5,False,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,"{'id': 17442457, 'id_str': '17442457', 'name': 'Cleveland Clinic MD', 'screen_name': 'CleClinicMD', 'location': 'Cleveland, Ohio, United States', 'description': 'News and insights for physicians and clinical professionals from @ClevelandClinic. Research, case studies and CME opportunities.', 'url': 'https://t.co/IxMra2OEey', 'entities': {'url': {'urls': [{'url': 'https://t.co/IxMra2OEey', 'expanded_url': 'http://consultqd.clevelandclinic.org/', 'display_url': 'consultqd.clevelandclinic.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 302040, 'friends_count': 1718, 'listed_count': 1529, 'created_at': 'Mon Nov 17 14:46:49 +0000 2008', 'favourites_count': 498, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 28092, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0968AA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/925423954797498368/qmwbLcjq_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/925423954797498368/qmwbLcjq_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/17442457/1534261347', 'profile_link_color': '1C6EC4', 'profile_sidebar_border_color': 'D6E9F6', 'profile_sidebar_fill_color': 'D6E9F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/CleClinicMD/status/889186097040769025,[],[],CleClinicMD,302040
,,2017-07-19 17:06:01,"[0, 119]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/eR0lMcxwRn', 'expanded_url': 'http://cle.clinic/2vj9zPz', 'display_url': 'cle.clinic/2vj9zPz', 'indices': [96, 119]}]}",,22,False,Reducing readmissions from skilled nursing facilities with more frequent visits from providers: https://t.co/eR0lMcxwRn,,887720190141546496,887720190141546496,,,,,,False,en,,False,,,,,7,False,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,"{'id': 17442457, 'id_str': '17442457', 'name': 'Cleveland Clinic MD', 'screen_name': 'CleClinicMD', 'location': 'Cleveland, Ohio, United States', 'description': 'News and insights for physicians and clinical professionals from @ClevelandClinic. Research, case studies and CME opportunities.', 'url': 'https://t.co/IxMra2OEey', 'entities': {'url': {'urls': [{'url': 'https://t.co/IxMra2OEey', 'expanded_url': 'http://consultqd.clevelandclinic.org/', 'display_url': 'consultqd.clevelandclinic.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 302040, 'friends_count': 1718, 'listed_count': 1529, 'created_at': 'Mon Nov 17 14:46:49 +0000 2008', 'favourites_count': 498, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 28092, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0968AA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/925423954797498368/qmwbLcjq_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/925423954797498368/qmwbLcjq_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/17442457/1534261347', 'profile_link_color': '1C6EC4', 'profile_sidebar_border_color': 'D6E9F6', 'profile_sidebar_fill_color': 'D6E9F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/CleClinicMD/status/887720190141546496,[],[],CleClinicMD,302040
,,2017-07-06 02:53:49,"[0, 133]","{'hashtags': [{'text': 'KPLAUNCHncal', 'indices': [0, 13]}, {'text': 'makingadifference', 'indices': [115, 133]}], 'symbols': [], 'user_mentions': [{'screen_name': 'kpcentralvalley', 'name': 'KP Central Valley', 'id': 138847540, 'id_str': '138847540', 'indices': [14, 30]}], 'urls': [], 'media': [{'id': 882794669498695680, 'id_str': '882794669498695680', 'indices': [134, 157], 'media_url': 'http://pbs.twimg.com/media/DEBREx0UAAAH8Sq.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DEBREx0UAAAH8Sq.jpg', 'url': 'https://t.co/a7zLfzyBwW', 'display_url': 'pic.twitter.com/a7zLfzyBwW', 'expanded_url': 'https://twitter.com/GPGamble/status/882794685420290048/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}}}]}","{'media': [{'id': 882794669498695680, 'id_str': '882794669498695680', 'indices': [134, 157], 'media_url': 'http://pbs.twimg.com/media/DEBREx0UAAAH8Sq.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DEBREx0UAAAH8Sq.jpg', 'url': 'https://t.co/a7zLfzyBwW', 'display_url': 'pic.twitter.com/a7zLfzyBwW', 'expanded_url': 'https://twitter.com/GPGamble/status/882794685420290048/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}}}]}",1,False,"#KPLAUNCHncal @kpcentralvalley interns are working to reduce readmissions in the Manteca Skilled Nursing Facility

#makingadifference https://t.co/a7zLfzyBwW",,882794685420290048,882794685420290048,,,,,,False,en,,False,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,"{'id': 13912952, 'id_str': '13912952', 'name': 'GPGamble', 'screen_name': 'GPGamble', 'location': 'California USA', 'description': 'Peripheral Visionary for hire', 'url': 'http://t.co/HYK3RlLHaT', 'entities': {'url': {'urls': [{'url': 'http://t.co/HYK3RlLHaT', 'expanded_url': 'http://createyourfuturefromyourfuture.blogspot.com', 'display_url': '…yourfuturefromyourfuture.blogspot.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 34, 'friends_count': 36, 'listed_count': 1, 'created_at': 'Sun Feb 24 20:38:55 +0000 2008', 'favourites_count': 59, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 775, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/50922162/jeff_cartoon_normal.gif', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/50922162/jeff_cartoon_normal.gif', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/13912952/1499223663', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/GPGamble/status/882794685420290048,['kpcentralvalley'],"['makingadifference', 'KPLAUNCHncal']",GPGamble,34
,,2017-03-16 00:03:00,"[0, 136]","{'hashtags': [{'text': 'QI', 'indices': [17, 20]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8pLeGQU5vX', 'expanded_url': 'http://buff.ly/2mlq0Fr', 'display_url': 'buff.ly/2mlq0Fr', 'indices': [113, 136]}]}",,0,False,"Investigation of #QI initiatives to decrease avoidable 30-day, skilled nursing facility-to-hospital readmissions https://t.co/8pLeGQU5vX",,842164258825740289,842164258825740289,,,,,,False,en,,False,,,,,1,False,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",False,"{'id': 559268592, 'id_str': '559268592', 'name': 'Jonathon Gray', 'screen_name': 'Graymattrs', 'location': '', 'description': '""The views I express here are mine alone and do not necessarily reflect the views of my employer.""', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 2093, 'friends_count': 2778, 'listed_count': 101, 'created_at': 'Sat Apr 21 04:14:17 +0000 2012', 'favourites_count': 2020, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 6875, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/673672116051415040/5cKkzG0u_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/673672116051415040/5cKkzG0u_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/559268592/1498794083', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/Graymattrs/status/842164258825740289,[],['QI'],Graymattrs,2093
,,2017-03-07 14:11:45,"[0, 117]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/XMqqNVwb19', 'expanded_url': 'http://www.openaccessjournals.com/abstract/factors-associated-with-heartrnfailure-readmissions-from-skilledrnnursing-facilities-11805.html', 'display_url': 'openaccessjournals.com/abstract/facto…', 'indices': [94, 117]}]}",,0,False,Factors associated with heart failure readmissions from skilled nursing facilities | Abstract https://t.co/XMqqNVwb19,,839116363541028864,839116363541028864,,,,,,False,en,,False,,,,,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 803110816929091584, 'id_str': '803110816929091584', 'name': 'Interven Cardiology', 'screen_name': 'InterveCardiol', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 68, 'friends_count': 172, 'listed_count': 0, 'created_at': 'Mon Nov 28 05:38:34 +0000 2016', 'favourites_count': 11, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 381, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/813384562831040512/C0MxZMZc_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/813384562831040512/C0MxZMZc_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/803110816929091584/1482761131', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/InterveCardiol/status/839116363541028864,[],[],InterveCardiol,68
,,2017-02-20 13:45:07,"[0, 117]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/XMqqNVwb19', 'expanded_url': 'http://www.openaccessjournals.com/abstract/factors-associated-with-heartrnfailure-readmissions-from-skilledrnnursing-facilities-11805.html', 'display_url': 'openaccessjournals.com/abstract/facto…', 'indices': [94, 117]}]}",,0,False,Factors associated with heart failure readmissions from skilled nursing facilities | Abstract https://t.co/XMqqNVwb19,,833673840496517121,833673840496517121,,,,,,False,en,,False,,,,,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 803110816929091584, 'id_str': '803110816929091584', 'name': 'Interven Cardiology', 'screen_name': 'InterveCardiol', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 68, 'friends_count': 172, 'listed_count': 0, 'created_at': 'Mon Nov 28 05:38:34 +0000 2016', 'favourites_count': 11, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 381, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/813384562831040512/C0MxZMZc_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/813384562831040512/C0MxZMZc_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/803110816929091584/1482761131', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/InterveCardiol/status/833673840496517121,[],[],InterveCardiol,68
,,2017-02-02 19:15:24,"[0, 102]","{'hashtags': [{'text': 'MatrixCare', 'indices': [0, 11]}, {'text': 'readmissions', 'indices': [52, 65]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ubb00T8SiD', 'expanded_url': 'https://www.goconsensus.com/app/view/p/j2zp58fc?autoplay=falsehttps://', 'display_url': 'goconsensus.com/app/view/p/j2z…', 'indices': [79, 102]}], 'media': [{'id': 827233978432131072, 'id_str': '827233978432131072', 'indices': [103, 126], 'media_url': 'http://pbs.twimg.com/media/C3rs66aUkAAHqqZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C3rs66aUkAAHqqZ.jpg', 'url': 'https://t.co/sCFB6yPAh3', 'display_url': 'pic.twitter.com/sCFB6yPAh3', 'expanded_url': 'https://twitter.com/MatrixCare/status/827233980244230145/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 270, 'h': 180, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 270, 'h': 180, 'resize': 'fit'}, 'large': {'w': 270, 'h': 180, 'resize': 'fit'}}}]}","{'media': [{'id': 827233978432131072, 'id_str': '827233978432131072', 'indices': [103, 126], 'media_url': 'http://pbs.twimg.com/media/C3rs66aUkAAHqqZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C3rs66aUkAAHqqZ.jpg', 'url': 'https://t.co/sCFB6yPAh3', 'display_url': 'pic.twitter.com/sCFB6yPAh3', 'expanded_url': 'https://twitter.com/MatrixCare/status/827233980244230145/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 270, 'h': 180, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 270, 'h': 180, 'resize': 'fit'}, 'large': {'w': 270, 'h': 180, 'resize': 'fit'}}}]}",0,False,#MatrixCare helps skilled nursing facilities reduce #readmissions. Learn how:  https://t.co/ubb00T8SiD https://t.co/sCFB6yPAh3,,827233980244230145,827233980244230145,,,,,,False,en,,False,,,,,0,False,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",False,"{'id': 558639229, 'id_str': '558639229', 'name': 'MatrixCare', 'screen_name': 'MatrixCare', 'location': '', 'description': '2019 winner of the Best in KLAS Award for Long-Term Care Software, MatrixCare provides LTPAC caregivers with tools needed to improve the quality of patient care', 'url': 'https://t.co/gLssK7IcSi', 'entities': {'url': {'urls': [{'url': 'https://t.co/gLssK7IcSi', 'expanded_url': 'http://www.MatrixCare.com', 'display_url': 'MatrixCare.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 4081, 'friends_count': 2494, 'listed_count': 42, 'created_at': 'Fri Apr 20 13:30:25 +0000 2012', 'favourites_count': 23, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 1523, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/745649246481723392/4ADf8Xns_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/745649246481723392/4ADf8Xns_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/558639229/1549397799', 'profile_link_color': '004D95', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",https://twitter.com/MatrixCare/status/827233980244230145,[],"['readmissions', 'MatrixCare']",MatrixCare,4081
