,id,permalink,username,text,date,retweets,favorites,hashtags,mentions,geo,keyword
0,1120841515977170947,https://twitter.com/BoundlessHRMNY/status/1120841515977170947,BoundlessHRMNY,The FDA Continues to Remind Facilities of the Importance of Following Duodenoscope Reprocessing Instructions: FDA Safety Communication https://www. fda.gov/MedicalDevices /Safety/AlertsandNotices/ucm635828.htm … #fda #public #notice #healthcare #hospitals #gilab #surgerycenter #endoscopy #endoscope #spd #cs #hld #OR #surgery #cis,2019-04-23 20:06:56,0.0,0.0,#fda #public #notice #healthcare #hospitals #gilab #surgerycenter #endoscopy #endoscope #spd #cs #hld #OR #surgery #cis,,,fda%20Duodenoscope%20OR%20Reprocessing
1,1120807078589759490,https://twitter.com/DOTmedcom/status/1120807078589759490,DOTmedcom,FDA finds duodenoscope contamination risk still too high - Up to 5.4 percent of properly collected samples has 'high concern' organisms http:// ow.ly/jur430ovZGU,2019-04-23 17:50:05,0.0,1.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
2,1119632033251254272,https://twitter.com/TheProductLawyr/status/1119632033251254272,TheProductLawyr,"According to the FDA , up to 5.4% of sanitized #duodenoscope devices may be contaminated by ""high concern"" organisms. Read on: http:// ow.ly/GwgW30otQm4",2019-04-20 12:00:53,0.0,0.0,#duodenoscope,,,fda%20Duodenoscope%20OR%20Reprocessing
3,1119462364368101377,https://twitter.com/HospitalWDog/status/1119462364368101377,HospitalWDog,"Reading @beckershr Duodenoscope contamination rates higher than expected, says FDA https://www. beckershospitalreview.com/quality/duoden oscope-contamination-rates-higher-than-expected-says-fda.html …",2019-04-20 00:46:40,0.0,0.0,,@beckershr,,fda%20Duodenoscope%20OR%20Reprocessing
4,1119265901533122560,https://twitter.com/TheProductLawyr/status/1119265901533122560,TheProductLawyr,FDA warns of #duodenoscope contamination rates based on preliminary reports. Learn more. http:// ow.ly/5fq030otQku,2019-04-19 11:46:00,0.0,0.0,#duodenoscope,,,fda%20Duodenoscope%20OR%20Reprocessing
5,1118969022257803264,https://twitter.com/DraJennyRomero/status/1118969022257803264,DraJennyRomero,Duodenoscope Contamination Rates Still Lethally High: FDA https://www. medscape.com/viewarticle/91 1756?src=soc_tw_share … vía @medscape,2019-04-18 16:06:19,0.0,1.0,,@medscape,,fda%20Duodenoscope%20OR%20Reprocessing
6,1118915166400389123,https://twitter.com/hhask/status/1118915166400389123,hhask,". @mackenzie_bhr @beckershr : Duodenoscope contamination rates higher than expected, says FDA https://www. beckershospitalreview.com/quality/duoden oscope-contamination-rates-higher-than-expected-says-fda.html …",2019-04-18 12:32:18,2.0,1.0,,@mackenzie_bhr @beckershr,,fda%20Duodenoscope%20OR%20Reprocessing
7,1118610098220191744,https://twitter.com/mobileaspects/status/1118610098220191744,mobileaspects,The FDA released updated data about the risks of duodenoscope usage. See how you can protect your staff and patients from the significant dangers: https:// clkon.me/6NtNq,2019-04-17 16:20:04,0.0,0.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
8,1118556265955905538,https://twitter.com/HAWKSLORRAINE/status/1118556265955905538,HAWKSLORRAINE,"Reading @beckershr Duodenoscope contamination rates higher than expected, says FDA https://www. beckershospitalreview.com/quality/duoden oscope-contamination-rates-higher-than-expected-says-fda.html …",2019-04-17 12:46:10,0.0,0.0,,@beckershr,,fda%20Duodenoscope%20OR%20Reprocessing
9,1118171679908196352,https://twitter.com/deedeeb8/status/1118171679908196352,deedeeb8,Duodenoscope Contamination Rates Still Lethally High: FDA https://www. medscape.com/viewarticle/91 1756 …,2019-04-16 11:17:57,0.0,0.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
10,1118162337972805632,https://twitter.com/ACMeinde/status/1118162337972805632,ACMeinde,Duodenoscope Contamination Rates Still Lethally High: FDA https://www. medscape.com/viewarticle/91 1756?src=soc_tw_share … via @medscape,2019-04-16 10:40:50,1.0,0.0,,@medscape,,fda%20Duodenoscope%20OR%20Reprocessing
11,1118119325511168005,https://twitter.com/LarrySa93397734/status/1118119325511168005,LarrySa93397734,Duodenoscope Contamination Rates Still Lethally High: FDA https://www. medscape.com/viewarticle/91 1756?src=soc_tw_share … via @medscape,2019-04-16 07:49:55,0.0,0.0,,@medscape,,fda%20Duodenoscope%20OR%20Reprocessing
12,1117885607605223425,https://twitter.com/2manycritters/status/1117885607605223425,2manycritters,"Olympus Medical pleads guilty to not filing FDA duodenoscope infection reports, hit with $85M in fines https://www. fiercebiotech.com/medtech/olympu s-medical-pleads-guilty-to-not-filing-fda-duodenoscope-infection-reports-85m-fines …",2019-04-15 16:21:12,0.0,1.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
13,1117878856793325568,https://twitter.com/heatherswifty/status/1117878856793325568,heatherswifty,The FDA Continues to Remind Facilities of the Importance of Following Duodenoscope Reprocessing Instructions: FDA Safety Communication https://www. fda.gov/MedicalDevices /Safety/AlertsandNotices/ucm635828.htm …,2019-04-15 15:54:23,0.0,0.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
14,1117854601854816257,https://twitter.com/AboutLawsuits/status/1117854601854816257,AboutLawsuits,"More Than 200 Duodenoscope Problems Reported to FDA Since October, But Number is Declining https:// shar.es/amQMqP",2019-04-15 14:18:00,0.0,0.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
15,1117841525776367617,https://twitter.com/sidanews/status/1117841525776367617,sidanews,"More Than 200 Duodenoscope Problems Reported to FDA Since October, But Number is Declining http:// dlvr.it/R2sTKb",2019-04-15 13:26:02,0.0,0.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
16,1117841420348526599,https://twitter.com/BillingBlues/status/1117841420348526599,BillingBlues,"Duodenoscope contamination rates higher than expected, says FDA https://www. beckershospitalreview.com/quality/duoden oscope-contamination-rates-higher-than-expected-says-fda.html …",2019-04-15 13:25:37,0.0,0.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
17,1117841276022353920,https://twitter.com/AmberOwens18/status/1117841276022353920,AmberOwens18,"Duodenoscope contamination rates higher than expected, says FDA https://www. beckershospitalreview.com/quality/duoden oscope-contamination-rates-higher-than-expected-says-fda.html?utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/JlbSrSIXOh",2019-04-15 13:25:03,0.0,0.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
18,1117826724467757057,https://twitter.com/lindammcsherry/status/1117826724467757057,lindammcsherry,"More Than 200 Duodenoscope Problems Reported to FDA Since October, But Number is Declining https://www. aboutlawsuits.com/duodenoscope-i nfection-update-155725/ …",2019-04-15 12:27:13,0.0,0.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
19,1117812421199114241,https://twitter.com/MedTechDive/status/1117812421199114241,MedTechDive,"A recent FDA analysis across about six months of device reports found three deaths, 45 cases of infection and 159 reports of device contamination tied to inadequate reprocessing of duodenoscopes used in procedures involving the pancreas and bile duct. http:// bit.ly/2UjyLRb",2019-04-15 11:30:23,0.0,0.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
20,1117783479553593347,https://twitter.com/MDDIonline/status/1117783479553593347,MDDIonline,#FDA mandated studies indicate higher than expected levels of contamination on duodenoscopes after reprocessing . https:// bit.ly/2DgkNtx,2019-04-15 09:35:23,0.0,2.0,#FDA,,,fda%20Duodenoscope%20OR%20Reprocessing
21,1117773001037176832,https://twitter.com/BenefitVBurden/status/1117773001037176832,BenefitVBurden,Safety Communications > The FDA Continues to Remind Facilities of the Importance of Following Duodenoscope Reprocessing Instructions: FDA Safety Communication https://www. fda.gov/MedicalDevices /Safety/AlertsandNotices/ucm635828.htm …,2019-04-15 08:53:45,0.0,0.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
22,1117431083073777664,https://twitter.com/AHAPhysAlliance/status/1117431083073777664,AHAPhysAlliance,FDA releases updated results from duodenoscope reprocessing studies: http:// ow.ly/HzXV50q0Lmd,2019-04-14 10:15:05,0.0,0.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
23,1117330508340502528,https://twitter.com/Sehrish24840091/status/1117330508340502528,Sehrish24840091,"Medical scopes still causing superbug infections and deaths, FDA says - CNN http:// bit.ly/2PdwkyM Medical scopes still causing superbug infections and deaths, FDA says  CNN Duodenoscope Contamination Rates Still Lethally High: FDA Medscape View fu… https:// cnn.it/2uY9thk",2019-04-14 03:35:26,0.0,0.0,,,,fda%20Duodenoscope%20OR%20Reprocessing
